Fiyat,Ilce,Oda,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat_numeric
1.550.000 TL,Akhisar,2 + 1,67,1,-,24 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1550000.0
2.950.000 TL,Yunusemre,2 + 0,95,2,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2950000.0
4.800.000 TL,Sehzadeler,3 + 1,130,1,Kot 2,25 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4800000.0
2.450.000 TL,Sehzadeler,2 + 1,100,1,1. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2450000.0
3.850.000 TL,Turgutlu,3 + 1,114,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Yok,İkinci El,-,Kat Mülkiyeti,-,Eşyalı Değil,3850000.0
22.000.000 TL,Yunusemre,5 + 1,280,4,-,2 Yaşında,Yerden Isıtma,Yok,Yok,Yok,İkinci El,-,Kat Mülkiyeti,Evet,-,22000000.0
4.350.000 TL,Akhisar,3 + 1,145,2,4. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4350000.0
2.045.000 TL,Salihli,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,2045000.0
4.300.000 TL,Sehzadeler,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4300000.0
3.600.000 TL,Saruhanli,3 + 1,140,1,4. Kat,1 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı,3600000.0
7.750.000 TL,Salihli,3 + 1,190,2,3. Kat,8 Yaşında,Kombi,Var,Var,Var,-,-,Kat Mülkiyeti,-,-,7750000.0
2.750.000 TL,Sehzadeler,1 + 1,55,1,Zemin,25 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0
2.950.000 TL,Yunusemre,1 + 1,55,1,2. Kat,1 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2950000.0
5.900.000 TL,Salihli,3 + 1,200,1,3. Kat,5 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5900000.0
5.100.000 TL,Yunusemre,3 + 1,120,1,5. Kat,26 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5100000.0
3.950.000 TL,Sehzadeler,3 + 1,130,1,3. Kat,20 Yaşında,Kombi,Var,Var,Var,-,-,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0
340.000 TL,Sarigol,2 + 1,300,1,-,26 Yaşında,Soba,Yok,Yok,Yok,-,Mülk Sahibi,Hisseli Tapu,Hayır,Eşyalı Değil,340000.0
3.500.000 TL,Turgutlu,2 + 1,100,1,4. Kat,7 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0
2.850.000 TL,Yunusemre,2 + 1,95,1,Yüksek Giriş,3 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2850000.0
3.590.000 TL,Sehzadeler,3 + 1,105,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3590000.0
4.500.000 TL,Yunusemre,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4500000.0
3.150.000 TL,Turgutlu,2 + 1,95,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,-,3150000.0
4.650.000 TL,Turgutlu,3 + 1,152,2,4. Kat,1 Yaşında,Merkezi (Pay Öl...,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4650000.0
4.400.000 TL,Salihli,4 + 1,210,2,4. Kat,6 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4400000.0
4.500.000 TL,Turgutlu,3 + 1,127,1,4. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0
4.500.000 TL,Turgutlu,3 + 1,155,2,5. Kat,15 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0
3.850.000 TL,Akhisar,4 + 1,200,2,En Üst Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,3850000.0
3.500.000 TL,Yunusemre,3 + 0,110,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,Sıfır,-,Müstakil Tapulu,Evet,Eşyalı Değil,3500000.0
4.750.000 TL,Akhisar,2 + 1,105,1,Ara Kat,7 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0
4.450.000 TL,Sehzadeler,3 + 1,130,1,Yüksek Giriş,30 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4450000.0
6.875.000 TL,Yunusemre,3 + 1,135,1,5. Kat,13 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6875000.0
3.950.000 TL,Yunusemre,3 + 1,130,1,1. Kat,7 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3950000.0
5.250.000 TL,Yunusemre,4 + 1,245,1,3. Kat,3 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,5250000.0
1.685.000 TL,Akhisar,2 + 1,90,1,En Üst Kat,27 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,Evet,-,1685000.0
2.900.000 TL,Turgutlu,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,2900000.0
3.300.000 TL,Yunusemre,2 + 1,100,1,1. Kat,4 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,-,3300000.0
3.500.000 TL,Turgutlu,2 + 1,110,1,1. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0
3.800.000 TL,Salihli,2 + 1,110,1,2. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3800000.0
3.425.000 TL,Salihli,3 + 1,120,1,3. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3425000.0
3.850.000 TL,Akhisar,3 + 1,125,1,3. Kat,2 Yaşında,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0
3.500.000 TL,Akhisar,3 + 1,130,1,1. Kat,1 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0
7.000.000 TL,Salihli,3 + 1,120,1,-,15 Yaşında,Soba,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,7000000.0
5.700.000 TL,Salihli,3 + 1,135,1,4. Kat,Sıfır Bina,Isıtma Yok,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5700000.0
4.600.000 TL,Yunusemre,3 + 1,140,2,2. Kat,5 Yaşında,Kombi,Yok,Var,Yok,İkinci El,-,Müstakil Tapulu,Evet,-,4600000.0
2.100.000 TL,Alasehir,1 + 1,58,1,2. Kat,4 Yaşında,Klima,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı,2100000.0
3.750.000 TL,Turgutlu,3 + 1,135,1,4. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Müstakil Tapulu,Hayır,Eşyalı Değil,3750000.0
4.550.000 TL,Akhisar,3 + 1,140,2,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4550000.0
4.100.000 TL,Akhisar,3 + 1,132,2,1. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0
6.000.000 TL,Turgutlu,3 + 1,150,2,2. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,6000000.0
2.950.000 TL,Akhisar,2 + 1,95,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2950000.0
3.490.000 TL,Turgutlu,2 + 1,100,1,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3490000.0
4.150.000 TL,Yunusemre,3 + 1,130,1,3. Kat,21 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4150000.0
4.750.000 TL,Turgutlu,3 + 1,180,2,3. Kat,15 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı,4750000.0
3.875.000 TL,Sehzadeler,3 + 1,115,1,3. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3875000.0
5.400.000 TL,Turgutlu,4 + 1,200,1,1. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5400000.0
5.450.000 TL,Sehzadeler,3 + 1,127,1,6. Kat,15 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5450000.0
3.875.000 TL,Soma,3 + 1,135,1,Yüksek Giriş,11 Yaşında,Jeotermal Isıtm...,Var,Yok,Var,-,-,Kat Mülkiyeti,Evet,Eşyalı Değil,3875000.0
3.900.000 TL,Yunusemre,2 + 1,85,1,2. Kat,1 Yaşında,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0
3.500.000 TL,Turgutlu,3 + 1,125,1,4. Kat,6 Yaşında,Kombi,Var,Yok,Var,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,3500000.0
5.750.000 TL,Yunusemre,2 + 1,80,1,Bahçe Katı,3 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5750000.0
4.150.000 TL,Salihli,3 + 1,135,2,5. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4150000.0
3.900.000 TL,Akhisar,2 + 1,105,1,2. Kat,5 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,3900000.0
4.600.000 TL,Turgutlu,3 + 1,135,1,2. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4600000.0
3.950.000 TL,Turgutlu,2 + 1,115,1,3. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3950000.0
4.100.000 TL,Turgutlu,2 + 1,102,2,5. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0
6.500.000 TL,Salihli,3 + 1,175,1,2. Kat,12 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6500000.0
3.700.000 TL,Yunusemre,2 + 1,95,1,Yüksek Giriş,4 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3700000.0
5.500.000 TL,Salihli,3 + 1,160,2,Kot 2,5 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5500000.0
4.440.000 TL,Turgutlu,4 + 1,200,2,4. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4440000.0
5.600.000 TL,Turgutlu,3 + 1,134,2,Ara Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,-,Kat Mülkiyeti,Hayır,Eşyalı Değil,5600000.0
4.700.000 TL,Sehzadeler,3 + 1,125,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4700000.0
3.500.000 TL,Yunusemre,2 + 1,95,1,2. Kat,1 Yaşında,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0
5.250.000 TL,Yunusemre,5 + 1,280,3,5. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0
4.750.000 TL,Turgutlu,3 + 1,130,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4750000.0
3.490.000 TL,Turgutlu,3 + 1,130,1,4. Kat,6 Yaşında,Kombi,Yok,Yok,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3490000.0
4.500.000 TL,Turgutlu,3 + 1,155,2,4. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4500000.0
5.000.000 TL,Yunusemre,5 + 1,250,3,4. Kat,4 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5000000.0
4.500.000 TL,Yunusemre,3 + 1,130,1,3. Kat,21 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0
4.250.000 TL,Yunusemre,2 + 1,95,1,Yüksek Giriş,11 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,4250000.0
2.550.000 TL,Sehzadeler,1 + 1,60,1,Zemin,25 Yaşında,Doğalgaz Sobası,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2550000.0
3.050.000 TL,Yunusemre,2 + 1,85,1,Yüksek Giriş,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3050000.0
25.000.000 TL,Yunusemre,8 + 1,550,2,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,25000000.0
2.500.000 TL,Turgutlu,2 + 1,75,1,Bahçe Katı,4 Yaşında,Klima,Yok,Yok,Yok,-,Boş,Kooperatiften H...,Hayır,Eşyalı,2500000.0
4.350.000 TL,Yunusemre,3 + 1,120,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4350000.0
2.900.000 TL,Yunusemre,2 + 1,85,1,Yüksek Giriş,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2900000.0
4.250.000 TL,Yunusemre,3 + 1,135,1,3. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0
6.700.000 TL,Yunusemre,4 + 1,180,2,2. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6700000.0
2.650.000 TL,Yunusemre,1 + 1,50,1,2. Kat,7 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat İrtifakı,-,Eşyalı,2650000.0
3.900.000 TL,Yunusemre,2 + 1,90,1,2. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0
4.650.000 TL,Yunusemre,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4650000.0
6.000.000 TL,Yunusemre,4 + 1,280,2,4. Kat,22 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6000000.0
2.550.000 TL,Akhisar,2 + 0,92,1,4. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2550000.0
2.950.000 TL,Sehzadeler,2 + 1,80,1,2. Kat,21 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2950000.0
3.600.000 TL,Akhisar,2 + 1,90,2,2. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3600000.0
14.950.000 TL,Akhisar,5 + 1,225,2,-,Sıfır Bina,Yerden Isıtma,Var,Yok,Var,-,-,Müstakil Tapulu,Hayır,Eşyalı Değil,14950000.0
4.500.000 TL,Turgutlu,3 + 1,130,2,3. Kat,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0
4.600.000 TL,Salihli,3 + 1,145,1,3. Kat,20 Yaşında,Kombi,Yok,Var,Var,İkinci El,-,Kat Mülkiyeti,Hayır,-,4600000.0
4.250.000 TL,Turgutlu,3 + 1,130,1,3. Kat,1 Yaşında,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,-,4250000.0
3.500.000 TL,Salihli,3 + 1,160,1,6. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0
5.500.000 TL,Turgutlu,5 + 1,310,3,5. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0
4.740.000 TL,Yunusemre,4 + 2,250,2,4. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4740000.0
4.800.000 TL,Sehzadeler,3 + 1,120,1,3. Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4800000.0
3.650.000 TL,Yunusemre,3 + 1,100,1,5. Kat,21 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0
3.600.000 TL,Turgutlu,3 + 1,130,1,3. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0
3.500.000 TL,Yunusemre,3 + 1,115,2,Yüksek Giriş,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0
4.150.000 TL,Yunusemre,3 + 1,125,1,3. Kat,26 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4150000.0
21.000.000 TL,Turgutlu,10 + 1,1,1,-,25 Yaşında,Klima,Yok,Yok,Yok,İkinci El,-,Hisseli Tapu,-,-,21000000.0
3.450.000 TL,Yunusemre,2 + 1,95,1,1. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3450000.0
2.500.000 TL,Turgutlu,3 + 1,141,1,3. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,Hayır,-,2500000.0
4.250.000 TL,Yunusemre,3 + 1,125,1,2. Kat,4 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0
4.500.000 TL,Yunusemre,3 + 1,125,1,2. Kat,5 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı Değil,4500000.0
4.600.000 TL,Akhisar,5 + 1,230,2,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4600000.0
7.200.000 TL,Salihli,2 + 1,116,1,-,5 Yaşında,Soba,Yok,Var,Var,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,7200000.0
3.600.000 TL,Salihli,3 + 1,231,1,5. Kat,10 Yaşında,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,3600000.0
6.200.000 TL,Salihli,3 + 1,135,2,3. Kat,Sıfır Bina,Kombi,Var,Yok,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6200000.0
4.200.000 TL,Turgutlu,2 + 1,100,1,2. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4200000.0
4.100.000 TL,Yunusemre,2 + 1,110,1,4. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0
3.600.000 TL,Yunusemre,2 + 1,85,1,4. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3600000.0
3.400.000 TL,Yunusemre,2 + 1,100,1,Yüksek Giriş,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0
3.950.000 TL,Turgutlu,3 + 1,125,2,3. Kat,1 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3950000.0
4.000.000 TL,Turgutlu,2 + 1,105,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,Sıfır,Boş,Kat Mülkiyeti,-,Eşyalı Değil,4000000.0
4.100.000 TL,Yunusemre,3 + 1,140,2,Yüksek Giriş,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0
3.900.000 TL,Sehzadeler,3 + 1,140,1,1. Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0
1.600.000 TL,Turgutlu,2 + 1,75,1,2. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1600000.0
3.250.000 TL,Akhisar,3 + 1,135,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3250000.0
5.200.000 TL,Sehzadeler,5 + 1,195,1,Ara Kat,Sıfır Bina,Kombi,Var,Var,Yok,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5200000.0
4.300.000 TL,Yunusemre,3 + 1,140,1,2. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4300000.0
3.650.000 TL,Yunusemre,2 + 1,105,1,4. Kat,5 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0
2.690.000 TL,Turgutlu,2 + 1,90,1,Ara Kat,7 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2690000.0
3.300.000 TL,Salihli,2 + 1,100,1,2. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0
3.750.000 TL,Turgutlu,3 + 1,120,1,2. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3750000.0
3.695.000 TL,Saruhanli,3 + 1,120,1,3. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3695000.0
6.600.000 TL,Yunusemre,3 + 1,158,1,2. Kat,30 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6600000.0
8.600.000 TL,Yunusemre,3 + 1,114,1,6. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,8600000.0
2.750.000 TL,Saruhanli,3 + 1,140,1,Bahçe Katı,6 Yaşında,Soba,Yok,Yok,Yok,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı,2750000.0
3.950.000 TL,Yunusemre,3 + 1,160,1,Yüksek Giriş,25 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0
3.850.000 TL,Akhisar,3 + 1,140,2,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0
3.550.000 TL,Akhisar,2 + 1,96,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı,3550000.0
6.500.000 TL,Akhisar,4 + 1,210,2,3. Kat,3 Yaşında,Kombi,Var,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6500000.0
3.850.000 TL,Yunusemre,2 + 1,95,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0
4.500.000 TL,Yunusemre,3 + 1,145,1,3. Kat,3 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0
3.400.000 TL,Yunusemre,2 + 1,83,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı,3400000.0
5.250.000 TL,Akhisar,5 + 1,250,2,4. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0
5.000.000 TL,Yunusemre,3 + 1,145,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5000000.0
4.350.000 TL,Yunusemre,3 + 1,130,1,4. Kat,4 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4350000.0
3.890.000 TL,Yunusemre,2 + 1,105,1,4. Kat,21 Yaşında,Kombi,Yok,Var,Var,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,3890000.0
3.200.000 TL,Yunusemre,2 + 1,95,1,4. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3200000.0
